timestamp,hour,day_of_week,month,holiday,temperature,cloud_cover,solar_pv_output,load_demand,battery_charge,battery_discharge,battery_soc,diesel_generator_usage
2024-01-01 00:00:00,0,0,1,0,21.02781569931783,0.4237701199309234,0.0,40.597797672250586,0.0,0.0,0.0,0.0
2024-01-01 01:00:00,1,0,1,1,21.6532587893918,0.41560636794902056,0.0,37.177785856249415,0.0,37.177785856249415,31.411107071875293,0.0
2024-01-01 02:00:00,2,0,1,0,23.201260198547118,0.47020080436787515,0.0,40.87222379521962,0.0,40.87222379521962,10.974995174265484,0.0
2024-01-01 03:00:00,3,0,1,0,24.513908166228063,0.46766596721384174,0.0,43.43156403958988,0.0,21.949990348530967,0.0,0.0
2024-01-01 04:00:00,4,0,1,0,25.59956995604573,0.4698042105373859,0.0,39.83067628024027,0.0,0.0,0.0,39.83067628024027
2024-01-01 05:00:00,5,0,1,0,27.049028815357786,0.4579887767178379,0.0,31.870617030155568,0.0,0.0,0.0,31.870617030155568
2024-01-01 06:00:00,6,0,1,0,25.819637313857026,0.503144746347268,0.0,32.40901955758284,0.0,0.0,0.0,32.40901955758284
2024-01-01 07:00:00,7,0,1,0,24.347113822208257,0.5097258200407263,0.0,29.52966709159183,0.0,0.0,0.0,29.52966709159183
2024-01-01 08:00:00,8,0,1,0,25.675274421327657,0.5349706967548181,0.0,98.7892037611944,0.0,0.0,0.0,98.7892037611944
2024-01-01 09:00:00,9,0,1,0,27.33529777572317,0.562654298914425,5203.979513144084,96.10920930783104,50.0,0.0,25.0,0.0
2024-01-01 10:00:00,10,0,1,0,22.234732507234853,0.5405737732147083,10933.059606306964,96.61640823055019,50.0,0.0,50.0,0.0
2024-01-01 11:00:00,11,0,1,1,19.345036616171324,0.5298858290252755,16670.079895289768,94.09347868023256,50.0,0.0,75.0,0.0
2024-01-01 12:00:00,12,0,1,0,22.214161338573945,0.5617444235633744,18004.100440815404,96.22053704712226,50.0,0.0,100.0,0.0
2024-01-01 13:00:00,13,0,1,0,18.465142446580202,0.541895516374618,18180.860300508983,107.65442974090698,0.0,0.0,100.0,0.0
2024-01-01 14:00:00,14,0,1,0,13.154660907971927,0.5670994780823413,14473.519947506842,95.71450186799495,0.0,0.0,100.0,0.0
2024-01-01 15:00:00,15,0,1,0,18.15930944836811,0.6044887625315509,9899.656845055384,101.14004613503992,0.0,0.0,100.0,0.0
2024-01-01 16:00:00,16,0,1,0,14.599216609169964,0.6063609235851966,3271.5371522625715,97.83019685578041,0.0,0.0,100.0,0.0
2024-01-01 17:00:00,17,0,1,0,14.989304303946337,0.6198875599718658,6.289625820419914e-13,106.28347671096456,0.0,50.0,75.0,0.0
2024-01-01 18:00:00,18,0,1,0,15.663960661138029,0.6384085351787928,0.0,106.97471895228996,0.0,50.0,50.0,0.0
2024-01-01 19:00:00,19,0,1,0,15.551370228112791,0.6590716465505778,0.0,104.72587736179547,0.0,50.0,25.0,0.0
2024-01-01 20:00:00,20,0,1,0,17.088776615355886,0.6326698156811996,0.0,101.99094756536356,0.0,50.0,0.0,0.0
2024-01-01 21:00:00,21,0,1,0,15.593493352927576,0.5745291800306795,0.0,30.039274466125335,0.0,0.0,0.0,30.039274466125335
2024-01-01 22:00:00,22,0,1,0,18.526211596352162,0.5572638891512856,0.0,28.704411569957845,0.0,0.0,0.0,28.704411569957845
2024-01-01 23:00:00,23,0,1,0,18.18681141931956,0.568913123214566,0.0,33.47040895014742,0.0,0.0,0.0,33.47040895014742
2024-01-02 00:00:00,0,1,1,0,21.649754523333353,0.5570568494711887,0.0,39.16880400602364,0.0,0.0,0.0,39.16880400602364
2024-01-02 01:00:00,1,1,1,0,22.696963755097055,0.5762474796101098,0.0,42.14794155579072,0.0,0.0,0.0,42.14794155579072
