,timestamp,hour,day_of_week,month,holiday,temperature,cloud_cover,solar_pv_output,load_demand,battery_charge,battery_discharge,battery_soc,diesel_generator_usage
0,2024-01-01 00:00:00,0,0,1,0,18.1482201922177,0.9901984904623572,0.0,40.071356412896755,0.0,0.0,0.0,0.0
1,2024-01-01 01:00:00,1,0,1,1,21.06676184734973,0.9731156232095574,0.0,38.785905833886595,0.0,38.785905833886595,30.607047083056706,0.0
2,2024-01-01 02:00:00,2,0,1,0,22.212680940205765,0.8802350420124343,0.0,41.91441239741898,0.0,41.91441239741898,9.649840884347213,0.0
3,2024-01-01 03:00:00,3,0,1,0,23.205372775926644,0.8242709285192227,0.0,42.72060064951396,0.0,19.299681768694427,0.0,0.0
4,2024-01-01 04:00:00,4,0,1,0,24.393645932085093,0.7990314073143956,0.0,41.14905734496163,0.0,0.0,0.0,41.14905734496163
5,2024-01-01 05:00:00,5,0,1,0,24.98097621267211,0.7912752203701048,0.0,30.582528011883866,0.0,0.0,0.0,30.582528011883866
6,2024-01-01 06:00:00,6,0,1,0,24.13540964178534,0.7671813481092885,0.0,31.024099842554417,0.0,0.0,0.0,31.024099842554417
7,2024-01-01 07:00:00,7,0,1,0,27.37505859938787,0.7690762555445778,0.0,31.59470768084575,0.0,0.0,0.0,31.59470768084575
8,2024-01-01 08:00:00,8,0,1,0,21.99116576051616,0.7204341952658545,0.0,97.51597685690503,0.0,0.0,0.0,97.51597685690503
9,2024-01-01 09:00:00,9,0,1,0,22.093593688992947,0.6667819808625516,27.725055821233,94.60866220129617,0.0,0.0,0.0,66.88360638006317
10,2024-01-01 10:00:00,10,0,1,0,28.05992724844711,0.6054954511552734,67.461075738337,90.96807559970428,0.0,0.0,0.0,23.506999861367277
11,2024-01-01 11:00:00,11,0,1,1,19.218112515534145,0.6022772804968982,95.56005480628671,106.93236303305449,0.0,0.0,0.0,11.372308226767771
12,2024-01-01 12:00:00,12,0,1,0,17.292490650580483,0.6109095045147579,103.0972037194652,102.95597930127606,0.14122441818913956,0.0,0.07061220909456978,0.0
13,2024-01-01 13:00:00,13,0,1,0,20.17485826448983,0.5824335257752183,102.34264028344363,102.44097230037254,0.0,0.09833201692890725,0.021446200630116152,0.0
14,2024-01-01 14:00:00,14,0,1,0,13.345760292452251,0.5855485916832842,91.01806433165729,106.65750872989086,0.0,0.042892401260232305,0.0,0.0
15,2024-01-01 15:00:00,15,0,1,0,15.993918274122388,0.5322094556002888,47.57935024751645,94.10347617877106,0.0,0.0,0.0,46.52412593125461
16,2024-01-01 16:00:00,16,0,1,0,19.961522831230788,0.48891784466994026,19.18027039635264,91.8736134772518,0.0,0.0,0.0,72.69334308089915
17,2024-01-01 17:00:00,17,0,1,0,12.080499024247858,0.5102015374287961,3.4418717432121116e-15,102.20117217206737,0.0,0.0,0.0,102.20117217206737
18,2024-01-01 18:00:00,18,0,1,0,11.036071028522574,0.4959883542076464,0.0,101.71747400630716,0.0,0.0,0.0,101.71747400630716
19,2024-01-01 19:00:00,19,0,1,0,12.172008464639262,0.5135229218971823,0.0,91.59672495457339,0.0,0.0,0.0,91.59672495457339
20,2024-01-01 20:00:00,20,0,1,0,17.46659211777178,0.5453427417354559,0.0,102.27685938588534,0.0,0.0,0.0,102.27685938588534
21,2024-01-01 21:00:00,21,0,1,0,18.714019534038886,0.576070711309522,0.0,29.922331839606855,0.0,0.0,0.0,29.922331839606855
22,2024-01-01 22:00:00,22,0,1,0,16.47482240604298,0.5356804047250149,0.0,29.19850336543302,0.0,0.0,0.0,29.19850336543302
23,2024-01-01 23:00:00,23,0,1,0,20.07232958248953,0.5307409214876481,0.0,30.100613025185464,0.0,0.0,0.0,30.100613025185464
24,2024-01-02 00:00:00,0,1,1,0,22.952644216582325,0.5510595017021319,0.0,35.83233007853023,0.0,0.0,0.0,35.83233007853023
25,2024-01-02 01:00:00,1,1,1,0,25.0409216159306,0.5733516111586098,0.0,39.79166214010769,0.0,0.0,0.0,39.79166214010769
26,2024-01-02 02:00:00,2,1,1,0,22.179462999198652,0.5944840481156365,0.0,39.319083925417516,0.0,0.0,0.0,39.319083925417516
27,2024-01-02 03:00:00,3,1,1,0,19.10472403215111,0.5578523767421313,0.0,41.68424225683012,0.0,0.0,0.0,41.68424225683012
28,2024-01-02 04:00:00,4,1,1,0,22.860502735661164,0.5213206208402955,0.0,40.484541037922355,0.0,0.0,0.0,40.484541037922355
29,2024-01-02 05:00:00,5,1,1,0,24.148154303133172,0.5281898055836356,0.0,31.905981111611972,0.0,0.0,0.0,31.905981111611972
30,2024-01-02 06:00:00,6,1,1,0,24.654255968401564,0.5494794047990941,0.0,27.01856259631093,0.0,0.0,0.0,27.01856259631093
31,2024-01-02 07:00:00,7,1,1,0,24.62604389098625,0.526445415872604,0.0,29.664232681253992,0.0,0.0,0.0,29.664232681253992
32,2024-01-02 08:00:00,8,1,1,0,26.74004977634188,0.4842713899715857,0.0,104.00313028132102,0.0,0.0,0.0,104.00313028132102
33,2024-01-02 09:00:00,9,1,1,0,26.256524320866248,0.5075188892654349,26.25761886982236,99.57205394897487,0.0,0.0,0.0,73.3144350791525
34,2024-01-02 10:00:00,10,1,1,1,22.32878625370878,0.48673678347689187,64.4125477982881,105.02524619851322,0.0,0.0,0.0,40.61269840022511
35,2024-01-02 11:00:00,11,1,1,0,23.66319853917459,0.4546993775603749,101.07914020601766,91.77291566958961,9.306224536428047,0.0,4.653112268214024,0.0
36,2024-01-02 12:00:00,12,1,1,0,20.887456294820527,0.4240017926440506,114.64532222216705,104.34260218967862,10.302720032488438,0.0,9.804472284458242,0.0
37,2024-01-02 13:00:00,13,1,1,0,19.007050281770887,0.41309256813231715,98.63731113770929,97.33595188988326,1.3013592478260279,0.0,10.455151908371256,0.0
38,2024-01-02 14:00:00,14,1,1,0,19.485221875778276,0.43105111791045997,90.33452490872119,96.87390631792832,0.0,6.539381409207124,7.185461203767694,0.0
39,2024-01-02 15:00:00,15,1,1,0,16.781103752101444,0.42378622998879567,49.27221583151084,105.41661864789074,0.0,14.370922407535389,0.0,0.0
40,2024-01-02 16:00:00,16,1,1,0,19.95762889683168,0.38347379214925925,18.849303356399496,106.44855925719732,0.0,0.0,0.0,87.59925590079783
41,2024-01-02 17:00:00,17,1,1,0,12.465682096523889,0.3548172564021144,3.4567072448392272e-15,105.47379327947748,0.0,0.0,0.0,105.47379327947748
42,2024-01-02 18:00:00,18,1,1,0,14.14179176337431,0.3483858554817649,0.0,110.56524894445778,0.0,0.0,0.0,110.56524894445778
43,2024-01-02 19:00:00,19,1,1,0,15.089466636205104,0.3795177181482976,0.0,106.72871450071192,0.0,0.0,0.0,106.72871450071192
44,2024-01-02 20:00:00,20,1,1,0,16.720911923552137,0.35141745368032123,0.0,96.44240040256355,0.0,0.0,0.0,96.44240040256355
45,2024-01-02 21:00:00,21,1,1,0,19.172520629831787,0.3723413936623573,0.0,30.774773372137062,0.0,0.0,0.0,30.774773372137062
46,2024-01-02 22:00:00,22,1,1,0,17.62333642708603,0.347095841378522,0.0,29.929318918770562,0.0,0.0,0.0,29.929318918770562
47,2024-01-02 23:00:00,23,1,1,0,16.033579037033327,0.33354778997560797,0.0,33.49295902552748,0.0,0.0,0.0,33.49295902552748
48,2024-01-03 00:00:00,0,2,1,0,22.029243909137467,0.31741186373362346,0.0,42.99377298970733,0.0,0.0,0.0,42.99377298970733
49,2024-01-03 01:00:00,1,2,1,0,23.14822887402399,0.2923935409173422,0.0,40.44534925990903,0.0,0.0,0.0,40.44534925990903
50,2024-01-03 02:00:00,2,2,1,1,18.960498797468645,0.330287168564267,0.0,42.326463019206294,0.0,0.0,0.0,42.326463019206294
51,2024-01-03 03:00:00,3,2,1,0,23.872141754818596,0.3435988064464438,0.0,38.373906308585774,0.0,0.0,0.0,38.373906308585774
52,2024-01-03 04:00:00,4,2,1,0,21.49405947378905,0.39234426989153326,0.0,41.21360565411608,0.0,0.0,0.0,41.21360565411608
53,2024-01-03 05:00:00,5,2,1,0,23.844543052668673,0.36299892690061164,0.0,29.442217310808903,0.0,0.0,0.0,29.442217310808903
54,2024-01-03 06:00:00,6,2,1,0,23.538598262301857,0.34117232754435767,0.0,28.258198007035745,0.0,0.0,0.0,28.258198007035745
55,2024-01-03 07:00:00,7,2,1,0,26.79237464415677,0.337700867924967,0.0,32.42003636950831,0.0,0.0,0.0,32.42003636950831
56,2024-01-03 08:00:00,8,2,1,0,24.90800348349402,0.38051737982635114,0.0,105.57881154684613,0.0,0.0,0.0,105.57881154684613
57,2024-01-03 09:00:00,9,2,1,0,21.30856802064814,0.37304152415928593,26.633283709985058,102.99319374635574,0.0,0.0,0.0,76.35991003637068
